												SUCCESSFUL

_replace_verse

----------------------------------------Reference not found. Skipping...(1, 6, range(9, 11))-Guajajara
Reference not found. Skipping...(11, 11, range(15, 17))-aa
Reference not found. Skipping...(11, 11, range(15, 17))-acf
Reference not found. Skipping...(11, 11, range(15, 17))-Guajajara
Reference not found. Skipping...(11, 11, range(15, 17))-Guarani
Reference not found. Skipping...(11, 11, range(15, 17))-NTLH
Reference not found. Skipping...(11, 11, range(15, 17))-NVI



Reference not found. Skipping...(11, 12, range(26, 28))-Guajajara
Reference not found. Skipping...(11, 12, range(26, 28))-Guarani
Reference not found. Skipping...(11, 12, range(26, 28))-NVI



Reference not found. Skipping...(11, 12, range(26, 28))-aa
Reference not found. Skipping...(11, 12, range(26, 28))-acf
Reference not found. Skipping...(11, 12, range(26, 28))-Guajajara
Reference not found. Skipping...(11, 12, range(26, 28))-Guarani
Reference not found. Skipping...(11, 12, range(26, 28))-NTLH
Reference not found. Skipping...(11, 12, range(26, 28))-NVI






Reference not found. Skipping...(12, 9, range(14, 16))-Guajajara
Reference not found. Skipping...(12, 9, range(14, 16))-Guarani
Reference not found. Skipping...(12, 9, range(14, 16))-NVI



Reference not found. Skipping...(12, 9, range(14, 16))-aa
Reference not found. Skipping...(12, 9, range(14, 16))-acf
Reference not found. Skipping...(12, 9, range(14, 16))-Guajajara
Reference not found. Skipping...(12, 9, range(14, 16))-Guarani
Reference not found. Skipping...(12, 9, range(14, 16))-NTLH
Reference not found. Skipping...(12, 9, range(14, 16))-NVI



Reference not found. Skipping...(12, 12, range(20, 22))-Guajajara
Reference not found. Skipping...(12, 12, range(20, 22))-Guarani
Reference not found. Skipping...(12, 12, range(20, 22))-NVI



Reference not found. Skipping...(12, 12, range(20, 22))-aa
Reference not found. Skipping...(12, 12, range(20, 22))-acf
Reference not found. Skipping...(12, 12, range(20, 22))-Guajajara
Reference not found. Skipping...(12, 12, range(20, 22))-Guarani
Reference not found. Skipping...(12, 12, range(20, 22))-NTLH
Reference not found. Skipping...(12, 12, range(20, 22))-NVI



Reference not found. Skipping...(13, 2, range(26, 28))-Guajajara
Reference not found. Skipping...(13, 2, range(26, 28))-Guarani
Reference not found. Skipping...(13, 2, range(26, 28))-NVI



Reference not found. Skipping...(13, 2, range(26, 28))-aa
Reference not found. Skipping...(13, 2, range(26, 28))-acf
Reference not found. Skipping...(13, 2, range(26, 28))-Guajajara
Reference not found. Skipping...(13, 2, range(26, 28))-Guarani
Reference not found. Skipping...(13, 2, range(26, 28))-NTLH
Reference not found. Skipping...(13, 2, range(26, 28))-NVI



Reference not found. Skipping...(13, 4, range(3, 5))-Guajajara
Reference not found. Skipping...(13, 4, range(3, 5))-Guarani
Reference not found. Skipping...(13, 4, range(3, 5))-NVI



Reference not found. Skipping...(13, 4, range(3, 5))-aa
Reference not found. Skipping...(13, 4, range(3, 5))-acf
Reference not found. Skipping...(13, 4, range(3, 5))-Guajajara
Reference not found. Skipping...(13, 4, range(3, 5))-Guarani
Reference not found. Skipping...(13, 4, range(3, 5))-NTLH
Reference not found. Skipping...(13, 4, range(3, 5))-NVI



Reference not found. Skipping...(13, 6, range(57, 60))-Guajajara
Reference not found. Skipping...(13, 6, range(57, 60))-Guarani
Reference not found. Skipping...(13, 6, range(57, 60))-NVI



Reference not found. Skipping...(13, 6, range(57, 60))-aa
Reference not found. Skipping...(13, 6, range(57, 60))-acf
Reference not found. Skipping...(13, 6, range(57, 60))-Guajajara
Reference not found. Skipping...(13, 6, range(57, 60))-Guarani
Reference not found. Skipping...(13, 6, range(57, 60))-NTLH
Reference not found. Skipping...(13, 6, range(57, 60))-NVI



Reference not found. Skipping...(13, 6, range(57, 60))-aa
Reference not found. Skipping...(13, 6, range(57, 60))-acf
Reference not found. Skipping...(13, 6, range(57, 60))-Guajajara
Reference not found. Skipping...(13, 6, range(57, 60))-Guarani
Reference not found. Skipping...(13, 6, range(57, 60))-NTLH
Reference not found. Skipping...(13, 6, range(57, 60))-NVI



Reference not found. Skipping...(13, 8, range(6, 8))-Guajajara
Reference not found. Skipping...(13, 8, range(6, 8))-Guarani
Reference not found. Skipping...(13, 8, range(6, 8))-NVI



Reference not found. Skipping...(13, 8, range(6, 8))-aa
Reference not found. Skipping...(13, 8, range(6, 8))-acf
Reference not found. Skipping...(13, 8, range(6, 8))-Guajajara
Reference not found. Skipping...(13, 8, range(6, 8))-Guarani
Reference not found. Skipping...(13, 8, range(6, 8))-NTLH
Reference not found. Skipping...(13, 8, range(6, 8))-NVI



Reference not found. Skipping...(13, 8, range(8, 10))-Guajajara
Reference not found. Skipping...(13, 8, range(8, 10))-Guarani
Reference not found. Skipping...(13, 8, range(8, 10))-NVI



Reference not found. Skipping...(13, 8, range(8, 10))-aa
Reference not found. Skipping...(13, 8, range(8, 10))-acf
Reference not found. Skipping...(13, 8, range(8, 10))-Guajajara
Reference not found. Skipping...(13, 8, range(8, 10))-Guarani
Reference not found. Skipping...(13, 8, range(8, 10))-NTLH
Reference not found. Skipping...(13, 8, range(8, 10))-NVI



Reference not found. Skipping...(13, 9, range(4, 7))-Guajajara
Reference not found. Skipping...(13, 9, range(4, 7))-Guarani
Reference not found. Skipping...(13, 9, range(4, 7))-NVI



Reference not found. Skipping...(13, 9, range(4, 7))-aa
Reference not found. Skipping...(13, 9, range(4, 7))-acf
Reference not found. Skipping...(13, 9, range(4, 7))-Guajajara
Reference not found. Skipping...(13, 9, range(4, 7))-Guarani
Reference not found. Skipping...(13, 9, range(4, 7))-NTLH
Reference not found. Skipping...(13, 9, range(4, 7))-NVI



Reference not found. Skipping...(13, 9, range(4, 7))-aa
Reference not found. Skipping...(13, 9, range(4, 7))-acf
Reference not found. Skipping...(13, 9, range(4, 7))-Guajajara
Reference not found. Skipping...(13, 9, range(4, 7))-Guarani
Reference not found. Skipping...(13, 9, range(4, 7))-NTLH
Reference not found. Skipping...(13, 9, range(4, 7))-NVI



Reference not found. Skipping...(13, 9, range(7, 9))-Guajajara
Reference not found. Skipping...(13, 9, range(7, 9))-Guarani
Reference not found. Skipping...(13, 9, range(7, 9))-NVI



Reference not found. Skipping...(13, 9, range(7, 9))-aa
Reference not found. Skipping...(13, 9, range(7, 9))-acf
Reference not found. Skipping...(13, 9, range(7, 9))-Guajajara
Reference not found. Skipping...(13, 9, range(7, 9))-Guarani
Reference not found. Skipping...(13, 9, range(7, 9))-NTLH
Reference not found. Skipping...(13, 9, range(7, 9))-NVI



Reference not found. Skipping...(13, 9, range(10, 13))-Guajajara
Reference not found. Skipping...(13, 9, range(10, 13))-Guarani
Reference not found. Skipping...(13, 9, range(10, 13))-NVI



Reference not found. Skipping...(13, 9, range(10, 13))-aa
Reference not found. Skipping...(13, 9, range(10, 13))-acf
Reference not found. Skipping...(13, 9, range(10, 13))-Guajajara
Reference not found. Skipping...(13, 9, range(10, 13))-Guarani
Reference not found. Skipping...(13, 9, range(10, 13))-NTLH
Reference not found. Skipping...(13, 9, range(10, 13))-NVI



Reference not found. Skipping...(13, 9, range(10, 13))-aa
Reference not found. Skipping...(13, 9, range(10, 13))-acf
Reference not found. Skipping...(13, 9, range(10, 13))-Guajajara
Reference not found. Skipping...(13, 9, range(10, 13))-Guarani
Reference not found. Skipping...(13, 9, range(10, 13))-NTLH
Reference not found. Skipping...(13, 9, range(10, 13))-NVI



Reference not found. Skipping...(13, 9, range(14, 17))-Guajajara
Reference not found. Skipping...(13, 9, range(14, 17))-Guarani
Reference not found. Skipping...(13, 9, range(14, 17))-NVI



Reference not found. Skipping...(13, 9, range(14, 17))-aa
Reference not found. Skipping...(13, 9, range(14, 17))-acf
Reference not found. Skipping...(13, 9, range(14, 17))-Guajajara
Reference not found. Skipping...(13, 9, range(14, 17))-Guarani
Reference not found. Skipping...(13, 9, range(14, 17))-NTLH
Reference not found. Skipping...(13, 9, range(14, 17))-NVI



Reference not found. Skipping...(13, 9, range(14, 17))-aa
Reference not found. Skipping...(13, 9, range(14, 17))-acf
Reference not found. Skipping...(13, 9, range(14, 17))-Guajajara
Reference not found. Skipping...(13, 9, range(14, 17))-Guarani
Reference not found. Skipping...(13, 9, range(14, 17))-NTLH
Reference not found. Skipping...(13, 9, range(14, 17))-NVI



Reference not found. Skipping...(13, 15, range(17, 22))-Guajajara
Reference not found. Skipping...(13, 15, range(17, 22))-Guarani
Reference not found. Skipping...(13, 15, range(17, 22))-NVI



Reference not found. Skipping...(13, 15, range(17, 22))-aa
Reference not found. Skipping...(13, 15, range(17, 22))-acf
Reference not found. Skipping...(13, 15, range(17, 22))-Guajajara
Reference not found. Skipping...(13, 15, range(17, 22))-Guarani
Reference not found. Skipping...(13, 15, range(17, 22))-NTLH
Reference not found. Skipping...(13, 15, range(17, 22))-NVI



Reference not found. Skipping...(13, 15, range(17, 22))-aa
Reference not found. Skipping...(13, 15, range(17, 22))-acf
Reference not found. Skipping...(13, 15, range(17, 22))-Guajajara
Reference not found. Skipping...(13, 15, range(17, 22))-Guarani
Reference not found. Skipping...(13, 15, range(17, 22))-NTLH
Reference not found. Skipping...(13, 15, range(17, 22))-NVI



Reference not found. Skipping...(13, 15, range(17, 22))-aa
Reference not found. Skipping...(13, 15, range(17, 22))-acf
Reference not found. Skipping...(13, 15, range(17, 22))-Guajajara
Reference not found. Skipping...(13, 15, range(17, 22))-Guarani
Reference not found. Skipping...(13, 15, range(17, 22))-NTLH
Reference not found. Skipping...(13, 15, range(17, 22))-NVI



Reference not found. Skipping...(13, 15, range(17, 22))-aa
Reference not found. Skipping...(13, 15, range(17, 22))-acf
Reference not found. Skipping...(13, 15, range(17, 22))-Guajajara
Reference not found. Skipping...(13, 15, range(17, 22))-Guarani
Reference not found. Skipping...(13, 15, range(17, 22))-NTLH
Reference not found. Skipping...(13, 15, range(17, 22))-NVI



Reference not found. Skipping...(13, 15, range(23, 25))-Guajajara
Reference not found. Skipping...(13, 15, range(23, 25))-Guarani
Reference not found. Skipping...(13, 15, range(23, 25))-NVI



Reference not found. Skipping...(13, 15, range(23, 25))-aa
Reference not found. Skipping...(13, 15, range(23, 25))-acf
Reference not found. Skipping...(13, 15, range(23, 25))-Guajajara
Reference not found. Skipping...(13, 15, range(23, 25))-Guarani
Reference not found. Skipping...(13, 15, range(23, 25))-NTLH
Reference not found. Skipping...(13, 15, range(23, 25))-NVI



Reference not found. Skipping...(13, 16, range(12, 14))-Guajajara
Reference not found. Skipping...(13, 16, range(12, 14))-Guarani
Reference not found. Skipping...(13, 16, range(12, 14))-NVI



Reference not found. Skipping...(13, 16, range(12, 14))-aa
Reference not found. Skipping...(13, 16, range(12, 14))-acf
Reference not found. Skipping...(13, 16, range(12, 14))-Guajajara
Reference not found. Skipping...(13, 16, range(12, 14))-Guarani
Reference not found. Skipping...(13, 16, range(12, 14))-NTLH
Reference not found. Skipping...(13, 16, range(12, 14))-NVI



Reference not found. Skipping...(13, 17, range(9, 11))-Guajajara
Reference not found. Skipping...(13, 17, range(9, 11))-Guarani
Reference not found. Skipping...(13, 17, range(9, 11))-NVI



Reference not found. Skipping...(13, 17, range(9, 11))-aa
Reference not found. Skipping...(13, 17, range(9, 11))-acf
Reference not found. Skipping...(13, 17, range(9, 11))-Guajajara
Reference not found. Skipping...(13, 17, range(9, 11))-Guarani
Reference not found. Skipping...(13, 17, range(9, 11))-NTLH
Reference not found. Skipping...(13, 17, range(9, 11))-NVI



Reference not found. Skipping...(13, 21, range(11, 13))-Guajajara
Reference not found. Skipping...(13, 21, range(11, 13))-Guarani
Reference not found. Skipping...(13, 21, range(11, 13))-NVI



Reference not found. Skipping...(13, 21, range(11, 13))-aa
Reference not found. Skipping...(13, 21, range(11, 13))-acf
Reference not found. Skipping...(13, 21, range(11, 13))-Guajajara
Reference not found. Skipping...(13, 21, range(11, 13))-Guarani
Reference not found. Skipping...(13, 21, range(11, 13))-NTLH
Reference not found. Skipping...(13, 21, range(11, 13))-NVI



Reference not found. Skipping...(13, 23, range(10, 12))-Guajajara
Reference not found. Skipping...(13, 23, range(10, 12))-Guarani
Reference not found. Skipping...(13, 23, range(10, 12))-NVI



Reference not found. Skipping...(13, 23, range(10, 12))-aa
Reference not found. Skipping...(13, 23, range(10, 12))-acf
Reference not found. Skipping...(13, 23, range(10, 12))-Guajajara
Reference not found. Skipping...(13, 23, range(10, 12))-Guarani
Reference not found. Skipping...(13, 23, range(10, 12))-NTLH
Reference not found. Skipping...(13, 23, range(10, 12))-NVI



Reference not found. Skipping...(13, 24, range(28, 30))-Guajajara
Reference not found. Skipping...(13, 24, range(28, 30))-Guarani
Reference not found. Skipping...(13, 24, range(28, 30))-NVI



Reference not found. Skipping...(13, 24, range(28, 30))-aa
Reference not found. Skipping...(13, 24, range(28, 30))-acf
Reference not found. Skipping...(13, 24, range(28, 30))-Guajajara
Reference not found. Skipping...(13, 24, range(28, 30))-Guarani
Reference not found. Skipping...(13, 24, range(28, 30))-NTLH
Reference not found. Skipping...(13, 24, range(28, 30))-NVI



Reference not found. Skipping...(13, 26, range(4, 6))-Guajajara
Reference not found. Skipping...(13, 26, range(4, 6))-Guarani
Reference not found. Skipping...(13, 26, range(4, 6))-NVI



Reference not found. Skipping...(13, 26, range(4, 6))-aa
Reference not found. Skipping...(13, 26, range(4, 6))-acf
Reference not found. Skipping...(13, 26, range(4, 6))-Guajajara
Reference not found. Skipping...(13, 26, range(4, 6))-Guarani
Reference not found. Skipping...(13, 26, range(4, 6))-NTLH
Reference not found. Skipping...(13, 26, range(4, 6))-NVI



Reference not found. Skipping...(13, 26, range(6, 8))-Guajajara
Reference not found. Skipping...(13, 26, range(6, 8))-Guarani
Reference not found. Skipping...(13, 26, range(6, 8))-NVI



Reference not found. Skipping...(13, 26, range(6, 8))-aa
Reference not found. Skipping...(13, 26, range(6, 8))-acf
Reference not found. Skipping...(13, 26, range(6, 8))-Guajajara
Reference not found. Skipping...(13, 26, range(6, 8))-Guarani
Reference not found. Skipping...(13, 26, range(6, 8))-NTLH
Reference not found. Skipping...(13, 26, range(6, 8))-NVI



Reference not found. Skipping...(14, 3, range(11, 13))-Guajajara
Reference not found. Skipping...(14, 3, range(11, 13))-Guarani
Reference not found. Skipping...(14, 3, range(11, 13))-NVI



Reference not found. Skipping...(14, 3, range(11, 13))-aa
Reference not found. Skipping...(14, 3, range(11, 13))-acf
Reference not found. Skipping...(14, 3, range(11, 13))-Guajajara
Reference not found. Skipping...(14, 3, range(11, 13))-Guarani
Reference not found. Skipping...(14, 3, range(11, 13))-NTLH
Reference not found. Skipping...(14, 3, range(11, 13))-NVI



Reference not found. Skipping...(14, 4, range(11, 17))-Guajajara
Reference not found. Skipping...(14, 4, range(11, 17))-Guarani
Reference not found. Skipping...(14, 4, range(11, 17))-NVI



Reference not found. Skipping...(14, 4, range(11, 17))-aa
Reference not found. Skipping...(14, 4, range(11, 17))-acf
Reference not found. Skipping...(14, 4, range(11, 17))-Guajajara
Reference not found. Skipping...(14, 4, range(11, 17))-Guarani
Reference not found. Skipping...(14, 4, range(11, 17))-NTLH
Reference not found. Skipping...(14, 4, range(11, 17))-NVI



Reference not found. Skipping...(14, 4, range(11, 17))-aa
Reference not found. Skipping...(14, 4, range(11, 17))-acf
Reference not found. Skipping...(14, 4, range(11, 17))-Guajajara
Reference not found. Skipping...(14, 4, range(11, 17))-Guarani
Reference not found. Skipping...(14, 4, range(11, 17))-NTLH
Reference not found. Skipping...(14, 4, range(11, 17))-NVI



Reference not found. Skipping...(14, 4, range(11, 17))-Guajajara
Reference not found. Skipping...(14, 4, range(11, 17))-Guarani
Reference not found. Skipping...(14, 4, range(11, 17))-NVI



Reference not found. Skipping...(14, 4, range(11, 17))-aa
Reference not found. Skipping...(14, 4, range(11, 17))-acf
Reference not found. Skipping...(14, 4, range(11, 17))-Guajajara
Reference not found. Skipping...(14, 4, range(11, 17))-Guarani
Reference not found. Skipping...(14, 4, range(11, 17))-NTLH
Reference not found. Skipping...(14, 4, range(11, 17))-NVI



Reference not found. Skipping...(14, 4, range(11, 17))-aa
